ID	price	brand	model	Clasificacion 	year	title_status	mileage	color	lot	state	Precio _en_Mexico 	qx1_estado	qx_marca	qx_tipo 
636	8600	chevrolet	door	TODO_TERRENO	2016	clean_vehicle	57825	blue	167792796	missouri	172000	0.11	0.25	0.125
637	22000	chevrolet	door	TODO_TERRENO	2016	clean_vehicle	58856	white	167792906	oklahoma	440000	0.08	0.25	0.125
638	8900	chevrolet	colorado	TODO_TERRENO	2015	clean_vehicle	85072	white	167793027	west_virginia	178000	0.085	0.25	0.125
639	15500	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	79506	red	167793029	west_virginia	310000	0.085	0.25	0.125
640	3300	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	85301	silver	167793038	west_virginia	66000	0.085	0.25	0.125
641	29000	chevrolet	1500	TODO_TERRENO	2015	clean_vehicle	69377	brown	167793216	missouri	580000	0.11	0.25	0.125
642	17300	chevrolet	equinox	TODO_TERRENO	2020	clean_vehicle	15577	black	167796069	nevada	346000	0.09	0.25	0.125
643	30500	chevrolet	traverse	TODO_TERRENO	2020	clean_vehicle	23470	silver	167796080	nevada	610000	0.09	0.25	0.125
644	25000	chevrolet	impala	TODO_TERRENO	2020	clean_vehicle	18715	silver	167796081	nevada	500000	0.09	0.25	0.125
645	2800	chevrolet	cruze	TODO_TERRENO	2012	clean_vehicle	61258	white	167723306	illinois	56000	0.085	0.25	0.125
646	3300	chevrolet	door	TODO_TERRENO	2012	clean_vehicle	131791	no_color	167723310	illinois	66000	0.085	0.25	0.125
647	36400	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	35705	silver	167796192	nevada	728000	0.09	0.25	0.125
648	34800	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	48982	silver	167796193	nevada	696000	0.09	0.25	0.125
649	20700	chevrolet	ld	TODO_TERRENO	2019	clean_vehicle	33745	white	167796194	nevada	414000	0.09	0.25	0.125
650	32200	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	42267	silver	167796196	nevada	644000	0.09	0.25	0.125
651	35300	chevrolet	tahoe	TODO_TERRENO	2019	clean_vehicle	46863	black	167796197	nevada	706000	0.09	0.25	0.125
652	33500	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	36443	white	167796200	nevada	670000	0.09	0.25	0.125
653	13700	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	14939	blue	167796203	nevada	274000	0.09	0.25	0.125
654	15900	chevrolet	malibu	TODO_TERRENO	2019	clean_vehicle	22026	black	167796205	nevada	318000	0.09	0.25	0.125
655	33200	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	38278	black	167796206	nevada	664000	0.09	0.25	0.125
656	35500	chevrolet	suburban	TODO_TERRENO	2019	clean_vehicle	46149	silver	167796209	nevada	710000	0.09	0.25	0.125
657	29800	chevrolet	suburban	TODO_TERRENO	2018	clean_vehicle	48427	silver	167798080	nevada	596000	0.09	0.25	0.125
658	29800	chevrolet	suburban	TODO_TERRENO	2018	clean_vehicle	48807	gray	167798092	nevada	596000	0.09	0.25	0.125
659	29500	chevrolet	suburban	TODO_TERRENO	2018	clean_vehicle	52618	silver	167798097	nevada	590000	0.09	0.25	0.125
660	30300	chevrolet	suburban	TODO_TERRENO	2018	clean_vehicle	46494	white	167798100	nevada	606000	0.09	0.25	0.125
661	24300	chevrolet	1500	TODO_TERRENO	2018	clean_vehicle	56296	black	167798290	new_york	486000	0.12	0.25	0.125
662	29800	chevrolet	suburban	TODO_TERRENO	2017	clean_vehicle	33909	silver	167798808	nevada	596000	0.09	0.25	0.125
663	29800	chevrolet	suburban	TODO_TERRENO	2017	clean_vehicle	33028	white	167798818	nevada	596000	0.09	0.25	0.125
664	27500	chevrolet	camaro	TODO_TERRENO	2016	clean_vehicle	44653	white	167799194	nevada	550000	0.09	0.25	0.125
665	10800	chevrolet	door	TODO_TERRENO	2017	clean_vehicle	80516	gray	167799346	new_jersey	216000	0.12	0.25	0.125
666	11500	chevrolet	van	TODO_TERRENO	2017	clean_vehicle	105151	white	167799354	new_jersey	230000	0.12	0.25	0.125
667	10400	chevrolet	van	TODO_TERRENO	2017	clean_vehicle	78368	white	167799356	new_jersey	208000	0.12	0.25	0.125
668	11400	chevrolet	equinox	TODO_TERRENO	2018	clean_vehicle	78956	white	167799451	florida	228000	0.11	0.25	0.125
669	11400	chevrolet	equinox	TODO_TERRENO	2018	clean_vehicle	88564	white	167799460	florida	228000	0.11	0.25	0.125
670	8000	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	78800	white	167799518	nevada	160000	0.09	0.25	0.125
671	3000	chevrolet	door	TODO_TERRENO	2012	clean_vehicle	111856	white	167733652	california	60000	0.13	0.25	0.125
672	25000	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	80946	black	167799527	nevada	500000	0.09	0.25	0.125
673	12300	chevrolet	traverse	TODO_TERRENO	2017	clean_vehicle	83168	gray	167799559	new_york	246000	0.12	0.25	0.125
674	14100	chevrolet	traverse	TODO_TERRENO	2017	clean_vehicle	58606	white	167799560	new_york	282000	0.12	0.25	0.125
675	9000	chevrolet	van	TODO_TERRENO	2014	clean_vehicle	82020	white	167799763	nevada	180000	0.09	0.25	0.125
676	4200	chevrolet	door	TODO_TERRENO	2014	clean_vehicle	102500	black	167799775	nevada	84000	0.09	0.25	0.125
677	22500	chevrolet	van	TODO_TERRENO	2019	clean_vehicle	8150	white	167799922	texas	450000	0.12	0.25	0.125
678	22600	chevrolet	van	TODO_TERRENO	2019	clean_vehicle	6159	white	167799926	texas	452000	0.12	0.25	0.125
679	22600	chevrolet	van	TODO_TERRENO	2019	clean_vehicle	5938	white	167799930	texas	452000	0.12	0.25	0.125
680	22500	chevrolet	van	TODO_TERRENO	2019	clean_vehicle	9019	white	167799936	texas	450000	0.12	0.25	0.125
681	10200	chevrolet	malibu	TODO_TERRENO	2018	clean_vehicle	45836	white	167800168	texas	204000	0.12	0.25	0.125
682	42700	chevrolet	3500	TODO_TERRENO	2016	clean_vehicle	60215	white	167800375	texas	854000	0.12	0.25	0.125
683	21200	chevrolet	tahoe	TODO_TERRENO	2015	clean_vehicle	125507	white	167800438	texas	424000	0.12	0.25	0.125
684	22700	chevrolet	door	TODO_TERRENO	2016	clean_vehicle	90944	white	167800443	texas	454000	0.12	0.25	0.125
685	22000	chevrolet	tahoe	TODO_TERRENO	2015	clean_vehicle	82785	gray	167800450	texas	440000	0.12	0.25	0.125
686	9600	chevrolet	1500	TODO_TERRENO	2014	clean_vehicle	150525	white	167800600	texas	192000	0.12	0.25	0.125
687	10500	chevrolet	door	TODO_TERRENO	2013	clean_vehicle	112267	silver	167800641	texas	210000	0.12	0.25	0.125
688	6700	chevrolet	door	TODO_TERRENO	2013	clean_vehicle	139394	white	167800646	texas	134000	0.12	0.25	0.125
689	14200	chevrolet	door	TODO_TERRENO	2013	clean_vehicle	82543	black	167800650	texas	284000	0.12	0.25	0.125
690	15500	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	13532	white	167801090	florida	310000	0.11	0.25	0.125
691	35100	chevrolet	1500	TODO_TERRENO	2018	clean_vehicle	14751	blue	167801202	kansas	702000	0.095	0.25	0.125
692	26300	chevrolet	camaro	TODO_TERRENO	2018	clean_vehicle	11150	gray	167801223	kansas	526000	0.095	0.25	0.125
693	15700	chevrolet	colorado	TODO_TERRENO	2016	clean_vehicle	91248	white	167801228	new_jersey	314000	0.12	0.25	0.125
694	17600	chevrolet	1500	TODO_TERRENO	2016	clean_vehicle	65336	white	167801344	new_jersey	352000	0.12	0.25	0.125
695	18600	chevrolet	1500	TODO_TERRENO	2016	clean_vehicle	48974	white	167801351	new_jersey	372000	0.12	0.25	0.125
696	19100	chevrolet	1500	TODO_TERRENO	2016	clean_vehicle	40011	white	167801359	new_jersey	382000	0.12	0.25	0.125
697	15200	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	37444	black	167801831	north_carolina	304000	0.12	0.25	0.125
698	16100	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	43199	white	167801832	north_carolina	322000	0.12	0.25	0.125
699	14800	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	43589	charcoal	167801834	north_carolina	296000	0.12	0.25	0.125
700	16700	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	32870	charcoal	167801835	north_carolina	334000	0.12	0.25	0.125
701	15300	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	38826	charcoal	167801836	north_carolina	306000	0.12	0.25	0.125
702	16500	chevrolet	equinox	TODO_TERRENO	2019	clean_vehicle	33739	charcoal	167801838	north_carolina	330000	0.12	0.25	0.125
703	19600	chevrolet	passenger	TODO_TERRENO	2019	clean_vehicle	35309	white	167801927	north_carolina	392000	0.12	0.25	0.125
704	15200	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	32248	red	167801930	north_carolina	304000	0.12	0.25	0.125
705	15000	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	36165	silver	167801932	north_carolina	300000	0.12	0.25	0.125
706	15500	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	29922	charcoal	167801934	north_carolina	310000	0.12	0.25	0.125
707	15700	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	26848	silver	167801935	north_carolina	314000	0.12	0.25	0.125
708	14800	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	41163	charcoal	167801936	north_carolina	296000	0.12	0.25	0.125
709	9200	chevrolet	cruze	TODO_TERRENO	2017	clean_vehicle	32856	red	167802090	north_carolina	184000	0.12	0.25	0.125
710	8200	chevrolet	impala	TODO_TERRENO	2017	clean_vehicle	100315	black	167802211	north_carolina	164000	0.12	0.25	0.125
711	11400	chevrolet	door	TODO_TERRENO	2013	clean_vehicle	91638	silver	167803268	new_jersey	228000	0.12	0.25	0.125
712	6500	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	83173	white	167803692	north_carolina	130000	0.12	0.25	0.125
713	11500	chevrolet	door	TODO_TERRENO	2014	clean_vehicle	94356	gray	167803935	north_carolina	230000	0.12	0.25	0.125
714	23800	chevrolet	door	TODO_TERRENO	2015	clean_vehicle	85792	black	167804275	florida	476000	0.11	0.25	0.125
715	8900	chevrolet	door	TODO_TERRENO	2014	clean_vehicle	129068	white	167804714	florida	178000	0.11	0.25	0.125
716	28300	chevrolet	ld	TODO_TERRENO	2019	clean_vehicle	27665	red	167805479	indiana	566000	0.134	0.25	0.125
717	27300	chevrolet	ld	TODO_TERRENO	2019	clean_vehicle	25427	black	167805483	indiana	546000	0.134	0.25	0.125
718	3500	chevrolet	door	TODO_TERRENO	2013	clean_vehicle	78198	gray	167617243	new_jersey	70000	0.12	0.25	0.125
719	28300	chevrolet	colorado	TODO_TERRENO	2020	clean_vehicle	13886	silver	167805497	indiana	566000	0.134	0.25	0.125
720	18300	chevrolet	impala	TODO_TERRENO	2019	clean_vehicle	34538	silver	167805500	indiana	366000	0.134	0.25	0.125
721	22500	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	20575	silver	167766487	wisconsin	450000	0.132	0.2	0.128
722	22500	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	26026	gray	167766491	wisconsin	450000	0.132	0.2	0.128
723	8300	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	99015	gray	167766587	wisconsin	166000	0.132	0.2	0.128
724	16500	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	27327	gray	167766650	nebraska	330000	0.1438	0.2	0.128
725	14500	dodge	journey	DERIVADO_DE_TURISMO	2019	clean_vehicle	30229	silver	167766667	nebraska	290000	0.1438	0.2	0.128
726	21600	dodge	challenger	DERIVADO_DE_TURISMO	2019	clean_vehicle	23783	white	167767030	washington	432000	0.13	0.2	0.128
727	22600	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	30759	black	167767044	washington	452000	0.13	0.2	0.128
728	16300	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	38922	gray	167767063	washington	326000	0.13	0.2	0.128
729	8600	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	165836	blue	167767147	washington	172000	0.13	0.2	0.128
730	28800	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	19235	no_color	167767327	texas	576000	0.12	0.2	0.128
731	22100	dodge	challenger	DERIVADO_DE_TURISMO	2019	clean_vehicle	9445	gray	167767331	texas	442000	0.12	0.2	0.128
732	14300	dodge	journey	DERIVADO_DE_TURISMO	2018	clean_vehicle	19164	gray	167717039	north_carolina	286000	0.12	0.2	0.128
733	13700	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	54106	white	167718054	north_carolina	274000	0.12	0.2	0.128
734	29500	dodge	challenger	DERIVADO_DE_TURISMO	2017	clean_vehicle	32051	no_color	167768040	arizona	590000	0.11	0.2	0.128
735	18500	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	14870	gray	167768048	texas	370000	0.12	0.2	0.128
736	19000	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	32294	blue	167768759	colorado	380000	0.13	0.2	0.128
737	43400	dodge	challenger	DERIVADO_DE_TURISMO	2015	clean_vehicle	7250	white	167769093	arizona	868000	0.11	0.2	0.128
738	46000	dodge	challenger	DERIVADO_DE_TURISMO	2015	clean_vehicle	10145	no_color	167769114	arizona	920000	0.11	0.2	0.128
739	12500	dodge	journey	DERIVADO_DE_TURISMO	2018	clean_vehicle	59924	silver	167769598	texas	250000	0.12	0.2	0.128
740	13900	dodge	charger	DERIVADO_DE_TURISMO	2017	clean_vehicle	21304	black	167770062	florida	278000	0.11	0.2	0.128
741	13000	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	52079	white	167724265	california	260000	0.13	0.2	0.128
742	13000	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	54960	white	167724266	california	260000	0.13	0.2	0.128
743	3000	dodge	door	DERIVADO_DE_TURISMO	2013	clean_vehicle	80099	white	167770820	texas	60000	0.12	0.2	0.128
744	17500	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	23987	black	167770910	florida	350000	0.11	0.2	0.128
745	7900	dodge	door	DERIVADO_DE_TURISMO	2017	clean_vehicle	84144	gray	167771302	california	158000	0.13	0.2	0.128
746	8900	dodge	door	DERIVADO_DE_TURISMO	2014	clean_vehicle	85639	blue	167771550	florida	178000	0.11	0.2	0.128
747	11500	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	50193	no_color	167772963	pennsylvania	230000	0.12	0.2	0.128
748	6500	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	74392	black	167772985	pennsylvania	130000	0.12	0.2	0.128
749	8000	dodge	door	DERIVADO_DE_TURISMO	2017	clean_vehicle	76117	black	167772989	pennsylvania	160000	0.12	0.2	0.128
750	18700	dodge	challenger	DERIVADO_DE_TURISMO	2018	clean_vehicle	36358	gray	167773134	new_jersey	374000	0.12	0.2	0.128
751	8350	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	90685	white	167773188	florida	167000	0.11	0.2	0.128
752	27900	dodge	charger	DERIVADO_DE_TURISMO	2017	clean_vehicle	54141	orange	167773190	florida	558000	0.11	0.2	0.128
753	14500	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	82240	white	167773290	pennsylvania	290000	0.12	0.2	0.128
754	6200	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	66167	silver	167773297	pennsylvania	124000	0.12	0.2	0.128
755	7500	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	144220	gray	167773764	pennsylvania	150000	0.12	0.2	0.128
756	20200	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	24722	black	167774394	illinois	404000	0.085	0.2	0.128
757	29300	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	41198	silver	167774395	illinois	586000	0.085	0.2	0.128
758	31000	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	26353	black	167774400	illinois	620000	0.085	0.2	0.128
759	32400	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	28280	white	167774401	illinois	648000	0.085	0.2	0.128
760	5800	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	130120	white	167774684	minnesota	116000	0.11	0.2	0.128
761	21500	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	15340	black	167777309	texas	430000	0.12	0.2	0.128
762	23100	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	12265	silver	167735423	michigan	462000	0.0618	0.2	0.128
763	4500	dodge	van	DERIVADO_DE_TURISMO	2014	clean_vehicle	94872	gray	167777525	texas	90000	0.12	0.2	0.128
764	24800	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	17946	silver	167735434	michigan	496000	0.0618	0.2	0.128
765	23000	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	26996	gray	167735435	michigan	460000	0.0618	0.2	0.128
766	26900	dodge	journey	DERIVADO_DE_TURISMO	2019	clean_vehicle	5775	gray	167778592	wisconsin	538000	0.132	0.2	0.128
767	21500	dodge	challenger	DERIVADO_DE_TURISMO	2018	clean_vehicle	6748	gray	167778953	wisconsin	430000	0.132	0.2	0.128
768	15700	dodge	journey	DERIVADO_DE_TURISMO	2018	clean_vehicle	38128	white	167778956	wisconsin	314000	0.132	0.2	0.128
769	15200	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	41636	silver	167778960	wisconsin	304000	0.132	0.2	0.128
770	23300	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	5359	blue	167778965	wisconsin	466000	0.132	0.2	0.128
771	6100	dodge	door	DERIVADO_DE_TURISMO	2015	clean_vehicle	70296	white	167779186	minnesota	122000	0.11	0.2	0.128
772	20000	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	11346	green	167779694	wisconsin	400000	0.132	0.2	0.128
773	53000	dodge	challenger	DERIVADO_DE_TURISMO	2017	clean_vehicle	7415	no_color	167779700	illinois	1060000	0.085	0.2	0.128
774	3000	dodge	door	DERIVADO_DE_TURISMO	2013	clean_vehicle	107593	orange	167779844	minnesota	60000	0.11	0.2	0.128
775	18200	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	50639	black	167780126	new_jersey	364000	0.12	0.2	0.128
776	21800	dodge	challenger	DERIVADO_DE_TURISMO	2019	clean_vehicle	6530	gray	167456189	arizona	436000	0.11	0.2	0.128
777	52000	dodge	charger	DERIVADO_DE_TURISMO	2016	clean_vehicle	17432	blue	167780193	illinois	1040000	0.085	0.2	0.128
778	19000	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	19636	black	167456192	arizona	380000	0.11	0.2	0.128
779	25000	dodge	challenger	DERIVADO_DE_TURISMO	2016	clean_vehicle	41748	no_color	167780200	illinois	500000	0.085	0.2	0.128
780	36000	dodge	challenger	DERIVADO_DE_TURISMO	2016	clean_vehicle	13162	red	167780204	illinois	720000	0.085	0.2	0.128
781	17000	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	32937	white	167469885	georgia	340000	0.11	0.2	0.128
782	25300	dodge	door	DERIVADO_DE_TURISMO	2015	clean_vehicle	23095	red	167780468	wisconsin	506000	0.132	0.2	0.128
783	14900	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	34432	gray	167473054	wisconsin	298000	0.132	0.2	0.128
784	15000	dodge	caravan	DERIVADO_DE_TURISMO	2017	clean_vehicle	48162	no_color	167473055	wisconsin	300000	0.132	0.2	0.128
785	12995	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	68310	gray	167477459	massachusetts	259900	0.1714	0.2	0.128
786	17750	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	48000	black	167477460	massachusetts	355000	0.1714	0.2	0.128
787	10295	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	105962	black	167477461	pennsylvania	205900	0.12	0.2	0.128
788	16995	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	96575	gray	167477462	connecticut	339900	0.13	0.2	0.128
789	25000	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	13239	toreador red	167477463	new_york	500000	0.12	0.2	0.128
790	23995	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	24934	bright white clearcoat	167477464	rhode_island	479900	0.1578	0.2	0.128
791	14900	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	46859	billet silver metallic clearcoat	167477465	new_jersey	298000	0.12	0.2	0.128
792	15810	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	44468	black clearcoat	167477466	new_york	316200	0.12	0.2	0.128
793	20227	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	62230	jazz blue pearlcoat	167477467	new_york	404540	0.12	0.2	0.128
794	20999	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	37082	silver	167477468	new_york	419980	0.12	0.2	0.128
795	22499	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	23964	bright white clearcoat	167477469	new_jersey	449980	0.12	0.2	0.128
796	23495	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	11204	black clearcoat	167477470	new_york	469900	0.12	0.2	0.128
797	25250	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	7608	billet silver metallic clearcoat	167477485	new_york	505000	0.12	0.2	0.128
798	15322	dodge	doors	DERIVADO_DE_TURISMO	2014	clean_vehicle	49982	billet silver metallic clearcoat	167477486	new_jersey	306440	0.12	0.2	0.128
799	21232	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	4950	gray	167480295	texas	424640	0.12	0.2	0.128
800	5800	dodge	journey	DERIVADO_DE_TURISMO	2013	clean_vehicle	111628	white	167780745	wisconsin	116000	0.132	0.2	0.128
801	29000	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	15927	black	167780754	illinois	580000	0.085	0.2	0.128
802	17000	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	36299	gray	167781292	new_jersey	340000	0.12	0.2	0.128
803	13800	dodge	journey	DERIVADO_DE_TURISMO	2018	clean_vehicle	28469	red	167491370	florida	276000	0.11	0.2	0.128
804	30000	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	29086	gray	167492266	missouri	600000	0.11	0.2	0.128
805	14800	dodge	caravan	DERIVADO_DE_TURISMO	2017	clean_vehicle	35991	gray	167493381	florida	296000	0.11	0.2	0.128
806	8500	dodge	journey	DERIVADO_DE_TURISMO	2017	clean_vehicle	62224	black	167494494	missouri	170000	0.11	0.2	0.128
807	9800	dodge	door	DERIVADO_DE_TURISMO	2013	clean_vehicle	86500	white	167496123	missouri	196000	0.11	0.2	0.128
808	4200	dodge	door	DERIVADO_DE_TURISMO	2014	clean_vehicle	144725	gray	167519895	nevada	84000	0.09	0.2	0.128
809	28700	dodge	charger	DERIVADO_DE_TURISMO	2018	clean_vehicle	19636	blue	167782326	california	574000	0.13	0.2	0.128
810	18500	dodge	challenger	DERIVADO_DE_TURISMO	2018	clean_vehicle	34272	gray	167782327	california	370000	0.13	0.2	0.128
811	17300	dodge	challenger	DERIVADO_DE_TURISMO	2018	clean_vehicle	42909	no_color	167782329	california	346000	0.13	0.2	0.128
812	7100	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	55749	gray	167541492	louisiana	142000	0.13	0.2	0.128
813	30700	dodge	durango	DERIVADO_DE_TURISMO	2017	clean_vehicle	20328	no_color	167783117	california	614000	0.13	0.2	0.128
814	3000	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	149332	gray	167552614	missouri	60000	0.11	0.2	0.128
815	26500	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	28551	gray	167553403	california	530000	0.13	0.2	0.128
816	20800	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	35098	gray	167553404	california	416000	0.13	0.2	0.128
817	20800	dodge	charger	DERIVADO_DE_TURISMO	2019	clean_vehicle	35365	gray	167553409	california	416000	0.13	0.2	0.128
818	5100	dodge	door	DERIVADO_DE_TURISMO	2015	clean_vehicle	88398	white	167783937	california	102000	0.13	0.2	0.128
819	18900	dodge	challenger	DERIVADO_DE_TURISMO	2019	clean_vehicle	27957	black	167553412	california	378000	0.13	0.2	0.128
820	24000	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	30161	silver	167553418	california	480000	0.13	0.2	0.128
821	38800	dodge	challenger	DERIVADO_DE_TURISMO	2015	clean_vehicle	26292	white	167783956	california	776000	0.13	0.2	0.128
822	24500	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	25780	white	167553420	california	490000	0.13	0.2	0.128
823	24500	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	25032	black	167553423	california	490000	0.13	0.2	0.128
824	6500	dodge	door	DERIVADO_DE_TURISMO	2016	clean_vehicle	72248	blue	167783975	new_jersey	130000	0.12	0.2	0.128
825	24000	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	30630	gray	167553491	california	480000	0.13	0.2	0.128
826	18000	dodge	door	DERIVADO_DE_TURISMO	2014	clean_vehicle	86125	no_color	167783985	california	360000	0.13	0.2	0.128
827	24000	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	30408	white	167553506	california	480000	0.13	0.2	0.128
828	23500	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	35443	silver	167553511	california	470000	0.13	0.2	0.128
829	4500	dodge	van	DERIVADO_DE_TURISMO	2014	clean_vehicle	95377	white	167783994	california	90000	0.13	0.2	0.128
830	25900	dodge	durango	DERIVADO_DE_TURISMO	2019	clean_vehicle	32724	silver	167553512	california	518000	0.13	0.2	0.128
831	13900	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	45089	gray	167553571	california	278000	0.13	0.2	0.128
832	14200	dodge	journey	DERIVADO_DE_TURISMO	2019	clean_vehicle	35948	silver	167553584	california	284000	0.13	0.2	0.128
833	15400	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	41601	blue	167553585	california	308000	0.13	0.2	0.128
834	17500	dodge	challenger	DERIVADO_DE_TURISMO	2019	clean_vehicle	26370	gray	167785326	texas	350000	0.12	0.2	0.128
835	17500	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	18271	white	167785571	texas	350000	0.12	0.2	0.128
836	18000	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	9476	white	167785577	texas	360000	0.12	0.2	0.128
837	25200	dodge	door	DERIVADO_DE_TURISMO	2012	clean_vehicle	80899	gray	167786130	new_jersey	504000	0.12	0.2	0.128
838	14100	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	57394	black	167786903	texas	282000	0.12	0.2	0.128
839	13300	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	42190	white	167555073	california	266000	0.13	0.2	0.128
840	16200	dodge	caravan	DERIVADO_DE_TURISMO	2019	clean_vehicle	22591	black	167787079	oklahoma	324000	0.08	0.2	0.128
841	13300	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	48681	gray	167555075	california	266000	0.13	0.2	0.128
842	13100	dodge	caravan	DERIVADO_DE_TURISMO	2018	clean_vehicle	42621	silver	167555080	california	262000	0.13	0.2	0.128
843	15500	dodge	caravan	DERIVADO_DE_TURISMO	2017	clean_vehicle	27761	silver	167556225	california	310000	0.13	0.2	0.128
